	label	area	largest_area	number_of_components	height	width
1285	Loose Silky-bent	936.5	936.5	2	200	200
1286	Loose Silky-bent	1872.0	1388.0	8	200	200
1287	Loose Silky-bent	287.0	287.0	5	200	200
1288	Loose Silky-bent	3893.5	3893.5	2	200	200
1289	Loose Silky-bent	1285.5	853.5	18	200	200
1290	Loose Silky-bent	273.5	273.5	8	200	200
1291	Loose Silky-bent	1266.0	1266.0	1	200	200
1292	Loose Silky-bent	1475.5	480.0	33	200	200
1293	Loose Silky-bent	1037.5	1037.5	1	200	200
1294	Loose Silky-bent	990.5	538.0	8	200	200
1295	Loose Silky-bent	1513.0	805.5	10	200	200
1296	Loose Silky-bent	1821.0	1557.0	10	200	200
1297	Loose Silky-bent	997.0	997.0	2	200	200
1298	Loose Silky-bent	3779.0	3779.0	2	200	200
1299	Loose Silky-bent	1913.5	1913.5	2	200	200
1300	Loose Silky-bent	776.5	776.5	2	200	200
1301	Loose Silky-bent	8956.5	8956.5	4	200	200
1302	Loose Silky-bent	2972.5	1918.5	2	200	200
1303	Loose Silky-bent	4615.5	4615.5	1	200	200
1304	Loose Silky-bent	1040.0	1040.0	1	200	200
1305	Loose Silky-bent	1181.0	1181.0	4	200	200
1306	Loose Silky-bent	1088.5	1088.5	2	200	200
1307	Loose Silky-bent	1025.5	1025.5	1	200	200
1308	Loose Silky-bent	1606.5	1253.0	2	200	200
1309	Loose Silky-bent	535.5	535.5	8	200	200
1310	Loose Silky-bent	1122.5	1122.5	2	200	200
1311	Loose Silky-bent	2669.0	2669.0	2	200	200
1312	Loose Silky-bent	1110.5	1110.5	2	200	200
1313	Loose Silky-bent	653.5	653.5	5	200	200
1314	Loose Silky-bent	3935.0	2416.5	13	200	200
1315	Loose Silky-bent	9991.5	9167.0	6	200	200
1316	Loose Silky-bent	2180.0	1925.0	3	200	200
1317	Loose Silky-bent	2292.5	2292.5	1	200	200
1318	Loose Silky-bent	2650.0	2650.0	2	200	200
1319	Loose Silky-bent	645.5	347.5	6	200	200
1320	Loose Silky-bent	970.5	970.5	7	200	200
1321	Loose Silky-bent	0.0	111.0	4	200	200
1322	Loose Silky-bent	1046.0	1046.0	1	200	200
1323	Loose Silky-bent	0.0	205.5	8	200	200
1324	Loose Silky-bent	484.0	484.0	3	200	200
1325	Loose Silky-bent	1215.5	1215.5	3	200	200
1326	Loose Silky-bent	1826.0	1826.0	1	200	200
1327	Loose Silky-bent	2332.0	1631.0	5	200	200
1328	Loose Silky-bent	1300.5	1300.5	1	200	200
1329	Loose Silky-bent	3261.0	3261.0	1	200	200
1330	Loose Silky-bent	3626.5	2277.0	4	200	200
1331	Loose Silky-bent	1308.0	380.0	20	200	200
1332	Loose Silky-bent	2290.0	2033.0	3	200	200
1333	Loose Silky-bent	17268.5	17268.5	30	200	200
1334	Loose Silky-bent	3735.0	3735.0	1	200	200
1335	Loose Silky-bent	6289.0	5218.5	10	200	200
1336	Loose Silky-bent	528.0	528.0	7	200	200
1337	Loose Silky-bent	1118.0	1118.0	1	200	200
1338	Loose Silky-bent	0.0	248.5	5	200	200
1339	Loose Silky-bent	3223.5	1997.0	2	200	200
1340	Loose Silky-bent	4359.5	3856.0	3	200	200
1341	Loose Silky-bent	6495.5	6495.5	37	200	200
1342	Loose Silky-bent	1715.5	1715.5	3	200	200
1343	Loose Silky-bent	2881.5	2881.5	1	200	200
1344	Loose Silky-bent	2514.5	2514.5	1	200	200
1345	Loose Silky-bent	1767.0	1767.0	2	200	200
1346	Loose Silky-bent	5941.0	3246.0	5	200	200
1347	Loose Silky-bent	1460.5	808.0	6	200	200
1348	Loose Silky-bent	823.5	823.5	2	200	200
1349	Loose Silky-bent	1347.5	1347.5	3	200	200
1350	Loose Silky-bent	1218.0	1218.0	3	200	200
1351	Loose Silky-bent	1275.0	1275.0	14	200	200
1352	Loose Silky-bent	0.0	210.5	33	200	200
1353	Loose Silky-bent	303.0	303.0	49	200	200
1354	Loose Silky-bent	1123.5	527.0	30	200	200
1355	Loose Silky-bent	1919.0	1919.0	3	200	200
1356	Loose Silky-bent	6510.0	3573.5	17	200	200
1357	Loose Silky-bent	3647.5	3647.5	1	200	200
1358	Loose Silky-bent	0.0	226.5	40	200	200
1359	Loose Silky-bent	2450.0	2137.0	5	200	200
1360	Loose Silky-bent	546.0	546.0	6	200	200
1361	Loose Silky-bent	2123.5	2123.5	1	200	200
1362	Loose Silky-bent	8337.5	8337.5	1	200	200
1363	Loose Silky-bent	1615.5	1615.5	1	200	200
1364	Loose Silky-bent	285.0	285.0	9	200	200
1365	Loose Silky-bent	1265.5	1265.5	1	200	200
1366	Loose Silky-bent	349.5	349.5	7	200	200
1367	Loose Silky-bent	1496.5	1496.5	4	200	200
1368	Loose Silky-bent	1381.5	1381.5	6	200	200
1369	Loose Silky-bent	1333.5	1333.5	2	200	200
1370	Loose Silky-bent	3607.5	3607.5	2	200	200
1371	Loose Silky-bent	6831.0	6831.0	9	200	200
1372	Loose Silky-bent	1385.0	1385.0	1	200	200
1373	Loose Silky-bent	2071.0	1609.5	5	200	200
1374	Loose Silky-bent	1903.0	1903.0	24	200	200
1375	Loose Silky-bent	1079.0	1079.0	4	200	200
1376	Loose Silky-bent	359.0	359.0	3	200	200
1377	Loose Silky-bent	340.0	340.0	9	200	200
1378	Loose Silky-bent	2434.0	1900.0	8	200	200
1379	Loose Silky-bent	2443.5	2443.5	12	200	200
1380	Loose Silky-bent	902.0	902.0	1	200	200
1381	Loose Silky-bent	306.0	306.0	1	200	200
1382	Loose Silky-bent	1248.0	1248.0	2	200	200
1383	Loose Silky-bent	2150.0	2150.0	2	200	200
1384	Loose Silky-bent	14718.5	7633.0	23	200	200
1385	Loose Silky-bent	2747.5	2747.5	1	200	200
1386	Loose Silky-bent	2185.5	2185.5	1	200	200
1387	Loose Silky-bent	2192.0	2192.0	1	200	200
1388	Loose Silky-bent	1107.0	1107.0	3	200	200
1389	Loose Silky-bent	1761.0	1761.0	2	200	200
1390	Loose Silky-bent	930.0	930.0	1	200	200
1391	Loose Silky-bent	1826.0	1826.0	3	200	200
1392	Loose Silky-bent	845.5	475.5	3	200	200
1393	Loose Silky-bent	833.0	833.0	1	200	200
1394	Loose Silky-bent	1049.0	1049.0	2	200	200
1395	Loose Silky-bent	2308.5	2308.5	2	200	200
1396	Loose Silky-bent	1211.5	874.0	7	200	200
1397	Loose Silky-bent	1924.5	1924.5	2	200	200
1398	Loose Silky-bent	3004.0	2659.0	5	200	200
1399	Loose Silky-bent	12746.5	12443.0	15	200	200
1400	Loose Silky-bent	926.5	926.5	5	200	200
1401	Loose Silky-bent	2307.5	1241.0	13	200	200
1402	Loose Silky-bent	0.0	233.0	10	200	200
1403	Loose Silky-bent	287.0	287.0	8	200	200
1404	Loose Silky-bent	1085.0	1085.0	8	200	200
1405	Loose Silky-bent	1381.0	1128.5	2	200	200
1406	Loose Silky-bent	742.0	742.0	8	200	200
1407	Loose Silky-bent	2394.0	2394.0	1	200	200
1408	Loose Silky-bent	977.0	977.0	3	200	200
1409	Loose Silky-bent	3328.5	3328.5	1	200	200
1410	Loose Silky-bent	449.5	449.5	3	200	200
1411	Loose Silky-bent	8756.5	8756.5	4	200	200
1412	Loose Silky-bent	940.5	560.5	7	200	200
1413	Loose Silky-bent	1033.0	1033.0	1	200	200
1414	Loose Silky-bent	5049.5	3553.0	4	200	200
1415	Loose Silky-bent	1464.5	1464.5	10	200	200
1416	Loose Silky-bent	2292.5	2292.5	3	200	200
1417	Loose Silky-bent	1385.0	977.0	3	200	200
1418	Loose Silky-bent	786.0	519.5	8	200	200
1419	Loose Silky-bent	0.0	185.5	18	200	200
1420	Loose Silky-bent	478.5	478.5	7	200	200
1421	Loose Silky-bent	1771.0	1771.0	5	200	200
1422	Loose Silky-bent	3221.0	2190.0	3	200	200
1423	Loose Silky-bent	2376.0	1499.5	2	200	200
1424	Loose Silky-bent	2731.5	2731.5	2	200	200
1425	Loose Silky-bent	5121.0	5121.0	1	200	200
1426	Loose Silky-bent	869.0	869.0	1	200	200
1427	Loose Silky-bent	1864.0	1864.0	1	200	200
1428	Loose Silky-bent	1443.0	1443.0	2	200	200
1429	Loose Silky-bent	601.5	601.5	6	200	200
1430	Loose Silky-bent	3329.0	2160.0	9	200	200
1431	Loose Silky-bent	1007.0	1007.0	8	200	200
1432	Loose Silky-bent	1424.0	1424.0	9	200	200
1433	Loose Silky-bent	1892.0	1892.0	3	200	200
1434	Loose Silky-bent	4317.5	3016.5	12	200	200
1435	Loose Silky-bent	1472.5	1472.5	1	200	200
1436	Loose Silky-bent	654.0	654.0	2	200	200
1437	Loose Silky-bent	2897.0	2897.0	3	200	200
1438	Loose Silky-bent	1100.0	1100.0	4	200	200
1439	Loose Silky-bent	7164.5	6662.5	2	200	200
1440	Loose Silky-bent	896.5	896.5	2	200	200
1441	Loose Silky-bent	8832.0	8832.0	27	200	200
1442	Loose Silky-bent	1995.5	1995.5	1	200	200
1443	Loose Silky-bent	15912.5	15541.0	8	200	200
1444	Loose Silky-bent	3885.5	3885.5	1	200	200
1445	Loose Silky-bent	2212.5	2212.5	2	200	200
1446	Loose Silky-bent	1843.0	1843.0	2	200	200
1447	Loose Silky-bent	764.5	764.5	5	200	200
1448	Loose Silky-bent	1377.0	504.0	4	200	200
1449	Loose Silky-bent	990.0	990.0	6	200	200
1450	Loose Silky-bent	6393.0	6393.0	1	200	200
1451	Loose Silky-bent	2597.0	2597.0	1	200	200
1452	Loose Silky-bent	1768.0	1768.0	3	200	200
1453	Loose Silky-bent	5243.5	4208.0	4	200	200
1454	Loose Silky-bent	1662.5	1662.5	2	200	200
1455	Loose Silky-bent	955.0	955.0	1	200	200
1456	Loose Silky-bent	1319.0	1319.0	9	200	200
1457	Loose Silky-bent	452.5	452.5	10	200	200
1458	Loose Silky-bent	2130.0	2130.0	4	200	200
1459	Loose Silky-bent	952.5	952.5	3	200	200
1460	Loose Silky-bent	4417.0	3273.5	4	200	200
1461	Loose Silky-bent	998.0	998.0	4	200	200
1462	Loose Silky-bent	317.0	317.0	5	200	200
1463	Loose Silky-bent	1156.0	1156.0	1	200	200
1464	Loose Silky-bent	911.0	580.0	3	200	200
1465	Loose Silky-bent	2013.0	2013.0	1	200	200
1466	Loose Silky-bent	1474.5	1474.5	1	200	200
1467	Loose Silky-bent	759.5	449.5	3	200	200
1468	Loose Silky-bent	2261.0	1222.5	32	200	200
1469	Loose Silky-bent	1907.5	1907.5	3	200	200
1470	Loose Silky-bent	2537.0	2537.0	4	200	200
1471	Loose Silky-bent	2784.0	1511.5	2	200	200
1472	Loose Silky-bent	1854.0	1352.5	10	200	200
1473	Loose Silky-bent	1641.0	1641.0	27	200	200
1474	Loose Silky-bent	581.5	291.5	9	200	200
1475	Loose Silky-bent	481.5	481.5	8	200	200
1476	Loose Silky-bent	9453.5	9453.5	18	200	200
1477	Loose Silky-bent	1675.0	1675.0	1	200	200
1478	Loose Silky-bent	815.0	815.0	3	200	200
1479	Loose Silky-bent	2924.5	2075.0	38	200	200
1480	Loose Silky-bent	1438.5	1438.5	1	200	200
1481	Loose Silky-bent	1579.5	1579.5	3	200	200
1482	Loose Silky-bent	647.0	388.0	4	200	200
1483	Loose Silky-bent	336.5	336.5	12	200	200
1484	Loose Silky-bent	301.5	301.5	6	200	200
1485	Loose Silky-bent	1974.5	1471.5	15	200	200
1486	Loose Silky-bent	0.0	205.0	4	200	200
1487	Loose Silky-bent	767.5	767.5	1	200	200
1488	Loose Silky-bent	912.5	912.5	1	200	200
1489	Loose Silky-bent	429.5	429.5	5	200	200
1490	Loose Silky-bent	687.5	687.5	2	200	200
1491	Loose Silky-bent	415.0	415.0	2	200	200
1492	Loose Silky-bent	3192.0	3192.0	1	200	200
1493	Loose Silky-bent	2104.5	2104.5	2	200	200
1494	Loose Silky-bent	899.5	899.5	4	200	200
1495	Loose Silky-bent	1139.0	1139.0	2	200	200
1496	Loose Silky-bent	1661.5	1661.5	1	200	200
1497	Loose Silky-bent	7215.5	5861.0	6	200	200
1498	Loose Silky-bent	778.0	502.5	5	200	200
1499	Loose Silky-bent	1741.5	1741.5	7	200	200
1500	Loose Silky-bent	3290.5	3290.5	11	200	200
1501	Loose Silky-bent	4238.0	2584.5	2	200	200
1502	Loose Silky-bent	983.0	389.5	39	200	200
1503	Loose Silky-bent	704.5	375.0	2	200	200
1504	Loose Silky-bent	1731.0	1731.0	4	200	200
1505	Loose Silky-bent	2981.5	1115.5	5	200	200
1506	Loose Silky-bent	1628.0	1628.0	6	200	200
1507	Loose Silky-bent	989.0	989.0	6	200	200
1508	Loose Silky-bent	2360.5	2360.5	2	200	200
1509	Loose Silky-bent	1169.5	1169.5	4	200	200
1510	Loose Silky-bent	1897.0	1897.0	2	200	200
1511	Loose Silky-bent	261.0	261.0	13	200	200
1512	Loose Silky-bent	2529.5	1703.5	11	200	200
1513	Loose Silky-bent	1432.0	1432.0	3	200	200
1514	Loose Silky-bent	1921.5	1921.5	1	200	200
1515	Loose Silky-bent	336.0	336.0	10	200	200
1516	Loose Silky-bent	457.0	457.0	26	200	200
1517	Loose Silky-bent	2546.5	2546.5	1	200	200
1518	Loose Silky-bent	737.0	737.0	7	200	200
1519	Loose Silky-bent	671.0	671.0	5	200	200
1520	Loose Silky-bent	1366.5	505.0	8	200	200
1521	Loose Silky-bent	3080.0	2050.5	4	200	200
1522	Loose Silky-bent	613.0	613.0	8	200	200
1523	Loose Silky-bent	1746.0	1459.5	3	200	200
1524	Loose Silky-bent	2580.5	2580.5	1	200	200
1525	Loose Silky-bent	1643.0	1643.0	18	200	200
1526	Loose Silky-bent	996.5	996.5	1	200	200
1527	Loose Silky-bent	1696.0	1696.0	2	200	200
1528	Loose Silky-bent	1705.5	1705.5	6	200	200
1529	Loose Silky-bent	2015.0	1376.0	2	200	200
1530	Loose Silky-bent	2725.0	2725.0	1	200	200
1531	Loose Silky-bent	1795.5	1795.5	3	200	200
1532	Loose Silky-bent	983.5	983.5	1	200	200
1533	Loose Silky-bent	428.0	428.0	29	200	200
1534	Loose Silky-bent	6200.0	6200.0	2	200	200
1535	Loose Silky-bent	925.0	668.0	5	200	200
1536	Loose Silky-bent	0.0	77.5	2	200	200
1537	Loose Silky-bent	2440.0	2077.5	16	200	200
1538	Loose Silky-bent	917.5	917.5	21	200	200
1539	Loose Silky-bent	2544.0	2544.0	1	200	200
1540	Loose Silky-bent	1071.5	1071.5	1	200	200
1541	Loose Silky-bent	13175.5	13175.5	26	200	200
1542	Loose Silky-bent	2496.0	2496.0	4	200	200
1543	Loose Silky-bent	5040.5	5040.5	10	200	200
1544	Loose Silky-bent	496.0	496.0	15	200	200
1545	Loose Silky-bent	1179.5	1179.5	1	200	200
1546	Loose Silky-bent	2079.5	1613.0	4	200	200
1547	Loose Silky-bent	316.5	316.5	9	200	200
1548	Loose Silky-bent	2151.0	1846.0	3	200	200
1549	Loose Silky-bent	1929.0	1929.0	1	200	200
1550	Loose Silky-bent	1130.5	1130.5	1	200	200
1551	Loose Silky-bent	1119.0	1119.0	3	200	200
1552	Loose Silky-bent	1696.5	1696.5	2	200	200
1553	Loose Silky-bent	498.0	498.0	2	200	200
1554	Loose Silky-bent	933.0	933.0	6	200	200
1555	Loose Silky-bent	912.5	912.5	6	200	200
1556	Loose Silky-bent	2159.5	1860.5	4	200	200
1557	Loose Silky-bent	1396.0	1396.0	5	200	200
1558	Loose Silky-bent	3186.5	3186.5	1	200	200
1559	Loose Silky-bent	681.0	681.0	3	200	200
1560	Loose Silky-bent	10380.0	5808.5	27	200	200
1561	Loose Silky-bent	941.0	608.0	9	200	200
1562	Loose Silky-bent	1568.5	813.0	35	200	200
1563	Loose Silky-bent	567.5	567.5	10	200	200
1564	Loose Silky-bent	484.0	484.0	6	200	200
1565	Loose Silky-bent	980.5	980.5	13	200	200
1566	Loose Silky-bent	2126.5	1867.5	5	200	200
1567	Loose Silky-bent	678.5	678.5	6	200	200
1568	Loose Silky-bent	1721.5	1721.5	2	200	200
1569	Loose Silky-bent	0.0	194.0	26	200	200
1570	Loose Silky-bent	1713.5	1346.0	7	200	200
1571	Loose Silky-bent	838.0	838.0	12	200	200
1572	Loose Silky-bent	1387.5	982.5	2	200	200
1573	Loose Silky-bent	278.5	278.5	31	200	200
1574	Loose Silky-bent	1513.0	1212.5	17	200	200
1575	Loose Silky-bent	371.5	371.5	8	200	200
1576	Loose Silky-bent	4767.0	4303.5	7	200	200
1577	Loose Silky-bent	3939.5	2019.0	2	200	200
1578	Loose Silky-bent	648.5	648.5	6	200	200
1579	Loose Silky-bent	538.5	538.5	6	200	200
1580	Loose Silky-bent	913.0	913.0	2	200	200
1581	Loose Silky-bent	1215.0	1215.0	1	200	200
1582	Loose Silky-bent	4716.5	4716.5	1	200	200
1583	Loose Silky-bent	1666.0	1666.0	2	200	200
1584	Loose Silky-bent	904.0	630.0	8	200	200
1585	Loose Silky-bent	1272.0	1272.0	1	200	200
1586	Loose Silky-bent	2104.0	2104.0	2	200	200
1587	Loose Silky-bent	2751.5	2751.5	5	200	200
1588	Loose Silky-bent	256.5	256.5	5	200	200
1589	Loose Silky-bent	862.5	862.5	3	200	200
1590	Loose Silky-bent	1375.5	1375.5	2	200	200
1591	Loose Silky-bent	2536.5	2536.5	2	200	200
1592	Loose Silky-bent	859.0	859.0	12	200	200
1593	Loose Silky-bent	0.0	239.5	31	200	200
1594	Loose Silky-bent	1681.0	1681.0	2	200	200
1595	Loose Silky-bent	574.0	574.0	6	200	200
1596	Loose Silky-bent	2588.5	2588.5	7	200	200
1597	Loose Silky-bent	2455.5	1452.0	3	200	200
1598	Loose Silky-bent	957.0	654.5	27	200	200
1599	Loose Silky-bent	438.5	438.5	9	200	200
1600	Loose Silky-bent	867.5	530.5	18	200	200
1601	Loose Silky-bent	1799.5	1799.5	1	200	200
1602	Loose Silky-bent	1455.0	1455.0	3	200	200
1603	Loose Silky-bent	8085.0	3554.5	4	200	200
1604	Loose Silky-bent	0.0	237.0	20	200	200
1605	Loose Silky-bent	1507.5	1507.5	3	200	200
1606	Loose Silky-bent	583.5	328.0	4	200	200
1607	Loose Silky-bent	592.5	592.5	5	200	200
1608	Loose Silky-bent	0.0	157.5	18	200	200
1609	Loose Silky-bent	350.0	350.0	29	200	200
1610	Loose Silky-bent	1876.5	1876.5	1	200	200
1611	Loose Silky-bent	1045.5	595.5	5	200	200
1612	Loose Silky-bent	321.0	321.0	5	200	200
1613	Loose Silky-bent	15688.5	15688.5	22	200	200
1614	Loose Silky-bent	1118.0	1118.0	2	200	200
1615	Loose Silky-bent	1643.0	1643.0	1	200	200
1616	Loose Silky-bent	1035.5	1035.5	6	200	200
1617	Loose Silky-bent	2369.5	2369.5	3	200	200
1618	Loose Silky-bent	1533.5	1533.5	2	200	200
1619	Loose Silky-bent	1396.5	882.5	9	200	200
1620	Loose Silky-bent	1014.0	581.5	14	200	200
1621	Loose Silky-bent	1865.0	1462.0	2	200	200
1622	Loose Silky-bent	1112.0	857.0	6	200	200
1623	Loose Silky-bent	284.5	284.5	56	200	200
1624	Loose Silky-bent	7757.0	7757.0	11	200	200
1625	Loose Silky-bent	7589.0	6448.0	19	200	200
1626	Loose Silky-bent	1308.5	1308.5	2	200	200
1627	Loose Silky-bent	634.0	352.5	12	200	200
1628	Loose Silky-bent	2709.5	2142.0	19	200	200
1629	Loose Silky-bent	2362.0	2362.0	1	200	200
1630	Loose Silky-bent	682.5	682.5	4	200	200
1631	Loose Silky-bent	1020.0	1020.0	22	200	200
1632	Loose Silky-bent	2317.0	2317.0	1	200	200
1633	Loose Silky-bent	0.0	233.0	13	200	200
1634	Loose Silky-bent	3348.0	3010.5	8	200	200
1635	Loose Silky-bent	2589.0	2589.0	1	200	200
1636	Loose Silky-bent	5761.0	5761.0	1	200	200
1637	Loose Silky-bent	1465.0	883.0	14	200	200
1638	Loose Silky-bent	1379.5	1379.5	1	200	200
1639	Loose Silky-bent	591.5	591.5	11	200	200
1640	Loose Silky-bent	1151.0	1151.0	3	200	200
1641	Loose Silky-bent	964.5	964.5	1	200	200
1642	Loose Silky-bent	2308.0	2308.0	1	200	200
1643	Loose Silky-bent	1763.0	1069.0	4	200	200
1644	Loose Silky-bent	1542.0	1542.0	4	200	200
1645	Loose Silky-bent	3187.0	3187.0	1	200	200
1646	Loose Silky-bent	2039.5	1187.5	5	200	200
1647	Loose Silky-bent	1980.5	1218.0	7	200	200
1648	Loose Silky-bent	1870.0	1870.0	1	200	200
1649	Loose Silky-bent	1598.5	1598.5	3	200	200
1650	Loose Silky-bent	2711.5	2341.5	3	200	200
1651	Loose Silky-bent	900.0	900.0	5	200	200
1652	Loose Silky-bent	757.0	757.0	2	200	200
1653	Loose Silky-bent	795.0	795.0	1	200	200
1654	Loose Silky-bent	1763.5	1763.5	2	200	200
1655	Loose Silky-bent	620.0	620.0	7	200	200
1656	Loose Silky-bent	2410.5	1848.5	5	200	200
1657	Loose Silky-bent	894.0	894.0	4	200	200
1658	Loose Silky-bent	1104.5	1104.5	19	200	200
1659	Loose Silky-bent	660.5	660.5	1	200	200
1660	Loose Silky-bent	1106.5	1106.5	7	200	200
1661	Loose Silky-bent	6670.0	2809.0	3	200	200
1662	Loose Silky-bent	1389.5	850.5	8	200	200
1663	Loose Silky-bent	868.5	586.5	5	200	200
1664	Loose Silky-bent	2079.5	2079.5	2	200	200
1665	Loose Silky-bent	326.0	326.0	16	200	200
1666	Loose Silky-bent	1024.5	1024.5	1	200	200
1667	Loose Silky-bent	1245.5	1245.5	4	200	200
1668	Loose Silky-bent	2323.5	2323.5	2	200	200
1669	Loose Silky-bent	658.0	658.0	3	200	200
1670	Loose Silky-bent	635.0	635.0	5	200	200
1671	Loose Silky-bent	1199.0	757.0	3	200	200
1672	Loose Silky-bent	1636.5	874.5	27	200	200
1673	Loose Silky-bent	5487.5	2854.5	6	200	200
1674	Loose Silky-bent	3950.5	3950.5	26	200	200
1675	Loose Silky-bent	1047.0	1047.0	1	200	200
1676	Loose Silky-bent	1104.5	1104.5	2	200	200
1677	Loose Silky-bent	1255.5	487.0	30	200	200
1678	Loose Silky-bent	4199.0	4199.0	2	200	200
1679	Loose Silky-bent	405.0	405.0	7	200	200
1680	Loose Silky-bent	3346.5	3346.5	1	200	200
1681	Loose Silky-bent	5619.0	5339.0	5	200	200
1682	Loose Silky-bent	2312.5	2312.5	1	200	200
1683	Loose Silky-bent	4345.0	2198.5	9	200	200
1684	Loose Silky-bent	8831.5	8831.5	2	200	200
1685	Loose Silky-bent	354.0	354.0	9	200	200
1686	Loose Silky-bent	1310.5	1310.5	2	200	200
1687	Loose Silky-bent	778.0	392.0	14	200	200
1688	Loose Silky-bent	1168.0	1168.0	1	200	200
1689	Loose Silky-bent	1220.5	1220.5	1	200	200
1690	Loose Silky-bent	7456.5	6764.5	6	200	200
1691	Loose Silky-bent	2460.5	1866.0	23	200	200
1692	Loose Silky-bent	1237.5	1237.5	2	200	200
1693	Loose Silky-bent	1082.5	1082.5	1	200	200
1694	Loose Silky-bent	0.0	244.5	17	200	200
1695	Loose Silky-bent	533.0	533.0	1	200	200
1696	Loose Silky-bent	1194.5	1194.5	3	200	200
1697	Loose Silky-bent	256.0	256.0	14	200	200
1698	Loose Silky-bent	2661.0	2661.0	1	200	200
1699	Loose Silky-bent	669.5	669.5	7	200	200
1700	Loose Silky-bent	767.0	767.0	4	200	200
1701	Loose Silky-bent	1046.0	1046.0	11	200	200
1702	Loose Silky-bent	489.5	489.5	4	200	200
1703	Loose Silky-bent	2464.0	1568.0	10	200	200
1704	Loose Silky-bent	2133.0	2133.0	1	200	200
1705	Loose Silky-bent	3391.5	1839.5	7	200	200
1706	Loose Silky-bent	5073.0	3648.0	3	200	200
1707	Loose Silky-bent	606.0	313.0	12	200	200
1708	Loose Silky-bent	582.0	314.5	42	200	200
1709	Loose Silky-bent	1648.0	1292.5	6	200	200
1710	Loose Silky-bent	2523.5	1598.0	43	200	200
1711	Loose Silky-bent	706.5	706.5	5	200	200
1712	Loose Silky-bent	2198.5	2198.5	3	200	200
1713	Loose Silky-bent	2899.0	2899.0	1	200	200
1714	Loose Silky-bent	2101.0	2101.0	2	200	200
1715	Loose Silky-bent	426.5	426.5	11	200	200
1716	Loose Silky-bent	1508.5	1508.5	1	200	200
1717	Loose Silky-bent	1930.5	1930.5	2	200	200
1718	Loose Silky-bent	1332.0	1332.0	3	200	200
1719	Loose Silky-bent	1426.0	1426.0	1	200	200
1720	Loose Silky-bent	807.0	807.0	3	200	200
1721	Loose Silky-bent	1820.5	1820.5	1	200	200
1722	Loose Silky-bent	321.0	321.0	4	200	200
1723	Loose Silky-bent	333.0	333.0	10	200	200
1724	Loose Silky-bent	1730.0	1730.0	5	200	200
1725	Loose Silky-bent	17627.5	17115.0	6	200	200
1726	Loose Silky-bent	1033.5	1033.5	1	200	200
1727	Loose Silky-bent	2025.5	932.0	12	200	200
1728	Loose Silky-bent	1889.0	1037.0	18	200	200
1729	Loose Silky-bent	358.0	358.0	4	200	200
1730	Loose Silky-bent	2504.0	1270.0	14	200	200
1731	Loose Silky-bent	1095.5	1095.5	2	200	200
1732	Loose Silky-bent	1488.0	1488.0	3	200	200
1733	Loose Silky-bent	1655.0	1655.0	2	200	200
1734	Loose Silky-bent	2276.5	2276.5	2	200	200
1735	Loose Silky-bent	2670.0	1615.5	8	200	200
1736	Loose Silky-bent	558.5	558.5	5	200	200
1737	Loose Silky-bent	1870.0	1870.0	6	200	200
1738	Loose Silky-bent	1797.5	1797.5	5	200	200
1739	Loose Silky-bent	1633.0	1356.0	3	200	200
1740	Loose Silky-bent	369.0	369.0	1	200	200
1741	Loose Silky-bent	1859.0	1859.0	3	200	200
1742	Loose Silky-bent	1403.0	1403.0	9	200	200
1743	Loose Silky-bent	4154.0	2246.0	2	200	200
1744	Loose Silky-bent	1620.0	1620.0	2	200	200
1745	Loose Silky-bent	1468.0	1468.0	3	200	200
1746	Loose Silky-bent	762.0	762.0	4	200	200
1747	Loose Silky-bent	4494.0	4494.0	2	200	200
1748	Loose Silky-bent	2717.0	2717.0	3	200	200
1749	Loose Silky-bent	4324.0	4059.0	3	200	200
1750	Loose Silky-bent	563.5	563.5	13	200	200
1751	Loose Silky-bent	0.0	189.0	3	200	200
1752	Loose Silky-bent	559.5	559.5	5	200	200
1753	Loose Silky-bent	1351.5	376.5	12	200	200
1754	Loose Silky-bent	1281.5	1281.5	2	200	200
1755	Loose Silky-bent	1053.5	1053.5	1	200	200
1756	Loose Silky-bent	1317.0	1317.0	3	200	200
1757	Loose Silky-bent	505.5	505.5	3	200	200
1758	Loose Silky-bent	2043.0	2043.0	2	200	200
1759	Loose Silky-bent	2121.5	2121.5	2	200	200
1760	Loose Silky-bent	4439.0	3039.5	2	200	200
1761	Loose Silky-bent	2572.0	2572.0	3	200	200
1762	Loose Silky-bent	3700.0	3700.0	5	200	200
1763	Loose Silky-bent	1297.5	850.5	4	200	200
1764	Loose Silky-bent	2990.5	2708.5	5	200	200
1765	Loose Silky-bent	1310.0	1310.0	5	200	200
1766	Loose Silky-bent	1418.5	1418.5	3	200	200
1767	Loose Silky-bent	1894.0	1894.0	1	200	200
1768	Loose Silky-bent	1568.5	1568.5	2	200	200
1769	Loose Silky-bent	3711.5	3711.5	1	200	200
1770	Loose Silky-bent	1926.0	1926.0	3	200	200
1771	Loose Silky-bent	2517.0	2517.0	2	200	200
1772	Loose Silky-bent	1175.5	1175.5	1	200	200
1773	Loose Silky-bent	2542.0	2542.0	1	200	200
1774	Loose Silky-bent	3900.0	3900.0	4	200	200
1775	Loose Silky-bent	0.0	51.5	6	200	200
1776	Loose Silky-bent	754.0	754.0	4	200	200
1777	Loose Silky-bent	446.0	446.0	11	200	200
