,label,area,largest_area,number_of_elems,perimeter,aspect_ratio,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,skew_r,skew_g,skew_b
0,10,2338.0,1841.5,3,860.7320964336395,0.6657754481621744,316.8775628019881,63.02721088435374,63.470103831006085,36.872538489079844,8.07177637977506,6.448111591542793,8.406530454314066,0.8106114236193163,0.4599523985218334,0.3754572732536815
0,10,1530.5,1530.5,1,505.68837893009186,0.23897036144446013,167.08313399865676,64.6116504854369,64.01770416904625,35.511136493432325,6.504750376351927,5.219808686589137,7.108827406271963,0.8236341023526483,0.3107311943871358,0.044043996639240954
0,10,4385.0,4132.0,2,644.617311835289,3.42049966768916,94.76202479310246,66.6032439176544,67.11624038261593,34.01892285298399,7.486217868427767,5.848969418424617,9.451139280059031,1.0914329558223088,0.392950126600033,0.6240490112989711
0,10,6351.0,6351.0,1,2168.199255824089,1.1436781861190246,740.2122520793786,63.77102040816327,70.94408163265307,31.536938775510205,9.33360272215899,8.228108597689808,11.768379581567014,0.8776368000701336,-0.4984815811995164,0.2507064864932355
0,10,1886.5,1886.5,1,587.3940026760101,0.10702738991426611,182.8951573706571,65.61498586239397,65.34967012252592,36.44062205466541,7.726182380698696,6.478142208216812,8.638379018831683,1.8709586493794703,1.7289387995857202,1.486795128722962
0,10,2388.0,1893.0,2,506.75944697856903,7.137069147436036,107.53983965746446,58.74631162288593,63.684778697373154,27.908240374235337,7.885929952627822,6.921028502352106,10.456228291019773,-0.09928933971628406,-1.8680326800731635,-0.17597350736049663
0,10,1129.0,942.0,2,1020.7493419647217,1.052483456820279,922.8779620207373,62.7700394218134,68.71156373193166,32.35479632063075,11.787304519280317,11.212508750608363,11.479182151007883,0.5997789064853967,0.057703467540086845,0.769323199074278
0,10,1796.0,1637.0,2,542.7838312387466,0.11818794783885472,164.03913555357028,68.42112950340798,67.88364167478092,36.95666991236612,8.596457768369783,7.921019279525688,9.14300387056235,0.1412454464861517,-0.6719775052698583,0.37918309257379484
0,10,684.5,684.5,1,389.23758816719055,17.889195947035837,221.33805703756235,65.14335260115607,66.56416184971098,35.84277456647399,8.398473868896629,7.691650680670428,10.764779722557787,-0.3826027895317584,-0.9625167133399148,-0.03182446920593251
0,10,180.0,180.0,1,250.99494791030884,0.4578253499966917,349.991465980548,61.243169398907106,68.41666666666667,35.872950819672134,11.80168066241596,14.505412437493293,13.355949965816155,0.9134241167967321,0.530993758204848,0.773271342709936
0,10,2388.0,1934.5,2,618.2813053131104,0.5890718144180045,160.08030674191104,64.5676500508647,69.97626314004748,34.90573075618854,7.973926521854954,6.294521681131654,8.319856035966813,1.199879996028546,-0.30089407203838214,0.6839010192195164
0,10,3039.0,2742.0,2,892.2295714616776,0.5153382930126699,261.9524870650506,65.19786259541985,74.30992366412214,31.0412213740458,12.425482128212352,13.352078232393032,13.064343819123714,0.014823943630748257,-0.766833326155656,0.6776265088424334
0,10,1162.0,1162.0,1,426.048770070076,0.1163049948846826,156.21132054924655,70.31360946745562,71.77144970414201,35.53476331360947,12.857923833766476,11.090815872375032,13.14176137752253,0.4497125965963078,-0.2529088902860226,0.7192790474199076
0,10,1185.5,1185.5,1,327.0365778207779,0.13252280040032938,90.21756493692595,58.01283880171184,62.25962910128388,41.12981455064194,8.115771128731886,6.35456719660414,6.321417850930677,1.0342046366411595,0.26168399429630723,0.3582418492009788
0,10,1384.0,1384.0,1,423.0193327665329,0.06653226925355295,129.29577738023318,59.9171974522293,60.43248407643312,31.296815286624202,6.306362961468119,3.9512429159641185,5.702702682332161,0.9530246904985896,1.2206646316459027,0.8052183449897544
0,10,2428.0,2428.0,1,816.0142794847488,0.5966254317654628,274.2501253389678,64.15271816881258,64.26716738197425,32.89735336194563,8.095941806080262,6.863200003924677,8.040925816605569,0.596955372877195,0.1975351727630405,0.9620237416203234
0,10,5830.5,4973.5,2,2008.4418985843658,1.3006535947712419,691.8512751889499,70.48985380754964,77.09055204014838,34.6857953305695,10.6692818815412,10.477008700166696,12.091273591765205,0.5315220799880663,0.2891839228891065,0.5012871828561227
0,10,3108.0,3108.0,1,669.4701238870621,0.4836891758497467,144.2053561059711,65.29131075110456,65.19469808541973,31.919293078055965,8.212151879265088,6.135348810513377,8.341388304847676,0.8696357969447203,0.2310938082251763,0.07422928903579273
0,10,2401.5,2401.5,1,519.9726494550705,0.09699774359906926,112.58444979443082,70.152,69.34361904761904,32.95733333333333,5.347944936853693,4.777329623447158,5.74277919555409,0.24950415425624586,-0.5094062717804211,0.21199904568518105
0,10,3046.0,3046.0,1,579.7888847589493,0.36021106245623036,110.3595373900283,59.98516500151378,60.49318801089918,32.972146533454435,4.321624406034662,4.590846265221121,7.889208560488972,0.8976903237596854,-0.5641466962711024,-0.012823554565421794
0,10,1329.5,1329.5,1,481.77163910865784,17.3377071223682,174.57985125945308,71.8709872804361,69.91338582677166,36.06299212598425,8.472906200684887,7.064238178154195,9.8852731049944,0.9098365296425798,0.9713513860685692,1.5093060811209318
0,10,1993.0,1993.0,1,479.7056243419647,0.12440070759154206,115.46286303327354,68.45314622000906,68.11588954277954,32.87188773200543,7.004150636280202,5.552919707910667,9.294846974281446,0.39136490814215424,0.09456421256635657,0.15993611317825673
0,10,1077.0,1077.0,1,430.67618691921234,15.31177351970809,172.22096376905506,72.7132701421801,72.10110584518168,33.519747235387044,8.889390389788419,6.98288691570903,9.460903433339366,1.2178068459909006,1.2836850899537928,1.2381490386883447
0,10,2106.0,2106.0,1,426.8771970272064,0.16691343308225157,86.52618297331644,64.97604529616724,67.60932055749129,33.5609756097561,9.43466628526545,7.982465554750798,11.483275663072316,1.0267776890541382,0.1141833357535618,0.3061089326439892
0,10,1702.5,1702.5,1,519.8548995256424,0.10739509186024825,158.73663234115463,63.85542797494781,68.85647181628393,39.5527139874739,15.28065476327145,15.0232514596673,12.94092236888257,0.24278584694045532,-0.6005833443479932,0.5655434171132184
0,10,903.0,903.0,1,599.5777710676193,16.474121592202383,398.11019220200944,70.36929824561403,72.07280701754387,30.389473684210525,7.85312126116925,6.6668173459426106,9.309638171319357,0.19986759817414154,-0.762179062875744,0.5915793807037125
0,10,1029.5,1029.5,1,736.5411906242371,0.38119550331997654,526.9479606470799,63.94331641285956,68.40186125211505,30.807952622673437,9.915002655808435,10.035306366140782,10.243623134827903,0.2664741557196318,-0.11961998655963402,0.24588851640359
0,10,2978.0,2978.0,1,507.98989474773407,5.70204301720013,86.65336909530353,64.90387016229712,67.61860174781523,35.71129837702871,10.724393071157465,10.428191098194901,11.021315617460797,0.3679441925542,-0.24241329488965804,1.0379292741360144
0,10,1420.5,840.5,3,507.06096291542053,0.9071185082094285,181.000225352139,64.527820316488,67.58907605921388,31.59775395610005,8.5389009778496,7.421813187430033,10.03894992661583,1.2018029445972167,0.3392180807761223,1.1411116512872994
0,10,2819.5,2819.5,1,635.0609630346298,2.3890762166065835,143.0404067283105,71.90305958132045,73.8840579710145,40.15330112721417,8.53296762754213,7.2637954898065775,10.111663657410414,0.5226312943662635,-0.6060624684829292,0.4846643049089181
0,10,3745.0,2823.0,2,597.2447282075882,0.18051399394779102,95.24733387763841,66.62911821705427,64.6078003875969,30.560562015503876,7.413571451353207,5.291594842356959,9.447540535227077,0.5913035202774372,0.31922891591780767,-0.1339738782406952
0,10,5554.5,5554.5,1,3422.8136023283005,1.0,2109.2182836049396,66.02572062084258,73.36807095343681,32.51263858093127,9.942729757718919,9.562317513784693,11.619167393117612,0.7375762750849515,-0.057306440129411704,0.40364564744593173
0,10,1353.5,1353.5,1,536.1980451345444,0.2985686680943813,212.41842896646241,62.95812182741117,70.2239847715736,33.121192893401016,12.371861906392398,13.853199097621703,15.424654192319512,0.13953035451209883,-0.7138068749292887,0.20009279221661277
0,10,2207.0,1355.0,4,903.0924869775772,0.49968712519567443,369.54057092675373,68.09780111585165,75.85034460124713,32.211027239908105,9.799179072323314,8.382114774482954,13.370258171489459,1.011823963173423,-0.0414711967207825,0.09620249824697816
0,10,427.5,223.5,2,212.6345580816269,0.07104678554759043,105.76246851595032,63.358613217768145,70.15059588299025,35.606717226435535,10.037324656875336,10.576352287324548,9.14291479545093,0.339505752124395,-0.5731854325267299,0.38288800946770835
0,10,641.5,340.0,2,358.2152906656265,4.974992730306248,200.02836237982746,64.34551495016612,68.11295681063123,33.08859357696567,10.54254678578173,8.898870634313154,11.979260063350536,1.2309231792904254,0.5096680939074009,0.9942648744540737
0,10,2450.5,2227.0,2,533.5289986133575,5.964019371774515,116.1612700923779,67.10096634455182,67.64411862712429,41.91036321226258,12.03220170098872,10.866980988572108,12.268392644597153,-0.5677612427723526,-1.1654266119962435,-0.13495797558107425
0,10,2327.0,1684.0,2,444.5929266214371,9.347565083026167,84.9432189092456,71.48545176110261,73.87404287901991,44.61140888208269,15.576546737222001,12.92648491633317,12.831493905250175,1.6318187472846113,1.4289384750571514,2.110742377833919
0,10,742.0,742.0,1,696.8427067995071,1.9772541712793419,654.4336361450995,78.78872120730739,81.922954725973,36.992851469420174,13.32581267436261,12.304500639506855,11.86102124568737,0.956438446607117,0.8310956124547672,0.11660670287471397
0,10,2806.0,2806.0,1,808.6072050333023,1.2331232552155962,233.01696793719495,74.0904761904762,75.39365079365079,35.63619047619048,10.074944787523917,9.157907035719479,11.278566191178655,1.088295572720115,0.20180504031522795,1.2883477278818964
0,10,2058.5,2058.5,1,662.2569199800491,1.9158799210565294,213.06010593221336,60.9174116645381,63.23158790974883,36.64027245636441,8.89511223386248,7.86378327184642,8.244069303607617,-0.10464210699831475,-1.198223419953312,0.2949379210226919
0,10,3858.0,3858.0,1,944.0386650562286,2.2601270921527994,231.00285150885077,71.9448340345956,72.09022907900888,37.85460495558672,8.649923331455438,7.08037030525507,10.552497541676168,0.47187963079131995,-0.08310659099474531,0.7875355408517001
0,10,719.5,719.5,1,220.97770416736603,0.11971829514412882,67.86816641984703,70.58539603960396,78.86881188118812,40.95173267326733,9.21955168427371,13.610843724957146,8.553494854477094,1.8081428878205121,0.29081883937206826,2.2158832066189698
0,10,8011.5,8011.5,1,2067.932228446007,0.8241206030150754,533.7756601692153,70.61320754716981,78.03288409703504,30.057277628032345,13.52331472657946,14.123244476363324,13.685299415137118,0.22109269144383425,-0.02764010477116295,0.2994247699406466
0,10,1458.0,748.0,2,424.84270679950714,0.3889919594313689,123.79377607731962,76.85916919959473,75.20921985815603,43.02431610942249,10.686488572628127,9.941230350961199,12.00959665294119,1.1687144782702723,0.9293401340590254,1.2638295800218937
0,10,1313.0,1313.0,1,481.38686299324036,0.06419484977935073,176.4914789508551,73.19405940594059,70.78019801980199,37.382838283828384,9.265035823015012,7.7708011463321895,11.40308434320313,1.671003110907142,2.0691728157401035,1.4454860661168356
0,10,5560.5,3617.0,3,1247.5331736803055,0.40892479997602177,279.8919196893904,70.26438593725366,81.36859530190762,32.567397130695255,9.424456101960867,10.076361638952013,13.26277275147725,0.8106973589300738,-0.3375818213844256,0.7593246068484143
0,10,2035.5,1626.0,3,583.8477600812912,2.2125056417276854,167.46657182605796,69.57172907025662,77.96676482961716,35.676062263357174,11.378707173620574,11.355804744595,14.224336513163195,0.6814055777378725,-0.36364326885326637,0.7231023002145716
0,10,5223.0,4685.0,3,611.1614682674408,0.3240944117875878,71.51413752533296,59.82503102286829,61.62825740117,35.838149264314836,17.31071207766975,16.068300946179033,15.873018263358857,0.04045510130992865,-0.5780109084123322,0.2904112802935191
0,10,2006.5,1252.0,2,448.190905213356,0.28549051983217955,100.11217917566285,66.07506471095772,67.29033649698016,35.83606557377049,8.247648205599958,7.350453360013074,9.961784288540043,0.5696961203496366,-0.17563356299905247,0.7780808006380047
0,10,1088.5,770.0,2,625.3523741960526,5.162252011557145,359.27018090274663,61.921052631578945,68.41295546558705,34.80431848852901,8.742367527454114,8.362860156469624,10.05005194532313,0.35845497816219546,-0.8086357705193898,0.33532440680603215
0,10,0.0,118.5,0,284.37467324733734,0.1378329646100925,0.0,65.71306818181819,70.67613636363636,35.22443181818182,9.907529833638764,9.938315367558092,12.17431044882798,0.7048840098587225,0.5037341166757773,0.7719388043852445
0,10,832.5,614.0,2,482.09754037857056,0.5998814138346857,279.1808269538348,67.4909420289855,69.78351449275362,35.427536231884055,8.775269382518681,6.972984876157648,11.337789627612235,1.0700071151297297,0.9928878219122836,0.55061341212985
0,10,1745.5,1745.5,1,757.369619846344,1.192892554465653,328.62145005224613,62.78356031128405,69.54134241245136,28.238813229571985,7.776194727809106,7.308731182997621,10.351923793094455,0.7028767520116473,-0.6704990147209652,0.11946573684650995
0,10,4123.0,2579.0,2,558.5929267406464,4.794401093857984,75.67937370960009,61.08403361344538,63.367094206103495,32.07784166298098,8.637191461571883,8.929457479830056,10.351160709129875,-0.40796537120827975,-1.0543604412751613,0.47627315544969573
0,10,2702.0,1641.5,2,258.9533175230026,3.2201419854887994,24.81747618659105,64.44433094994893,68.71058903643173,30.44909771876064,7.203996453335134,6.508055318207125,10.011750673695825,1.2216777733942494,-0.21229642975594884,0.7567701849224402
0,10,3519.0,3519.0,1,654.9604573249817,2.5096680242520124,121.90201780601,66.40487421383648,65.54716981132076,36.8435534591195,9.391293937395389,7.94460494645462,10.103961713088239,0.6607506971931104,0.7648540774063162,0.9507288052262722
0,10,5905.5,5905.5,1,575.688379406929,0.2139012663478464,56.12007623133964,72.32559649407564,77.85473137477682,39.79240383054699,11.423150657835713,8.522890729215638,9.014834610855198,1.0274739779651425,-0.19326154031679874,1.8025229834386065
0,10,1034.0,1034.0,1,578.6416959762573,4.125443627269474,323.8164529229008,69.16484375,69.01640625,35.2703125,8.777911641619887,7.572289916858765,10.41079937624118,0.7479674424050327,0.3093725091871522,0.5286235078704146
0,10,2310.5,2310.5,1,430.63455724716187,6.253968195228148,80.26233364875964,69.71713943268078,69.56052736715941,33.542548941270475,8.625416888911873,6.954867922266442,12.600934376406842,1.102697945997264,0.9835637375975593,1.0794653758097636
0,10,1761.5,1761.5,1,500.68332505226135,0.08422938265622688,142.31268350007858,61.66412213740458,62.30992366412214,33.01017811704835,7.828645793958923,6.710678759181601,9.060379773920276,1.6665629568311853,1.2423879261121487,1.6077158116461363
0,10,604.0,604.0,1,510.96045756340027,0.07261103646144215,432.2526311148996,72.8585178055823,77.40134744947065,32.647738209817135,8.769324988175502,7.417018520144872,12.585227150513502,1.281008514091567,-0.34505977798050985,0.6299601291868212
0,10,11886.0,11886.0,1,1235.6021547317505,1.135383873460191,128.44629688522164,65.67361647361648,74.809009009009,30.230630630630632,8.48291713151288,7.5525833142940275,12.079928521728863,0.8388843045488887,-0.37120185731812627,0.08905581512211168
0,10,1104.5,753.5,3,467.5706284046173,1.8865104542003697,197.93779316132975,67.43557268722466,69.47907488986785,30.654185022026432,9.350683206811354,7.6092340742702005,11.615651662427698,0.6695269169540581,0.5063884339948683,0.5233726749428889
0,10,1080.5,925.5,2,793.1929944753647,1.0888858408525652,582.2814682876409,65.42369942196532,74.10809248554914,36.0878612716763,10.57050177151304,11.782243589038822,12.91735949606949,0.7185515582064589,-0.028004309074381846,0.821471203840564
0,10,2220.5,2220.5,1,503.9726502895355,3.141760488238612,114.38344167523462,66.38529176658673,66.46962430055956,32.83812949640288,10.983720580958153,11.146671160322795,8.613873572561765,-0.017532164112118345,-0.14097755793246752,1.1887785797411492
0,10,2606.5,2138.0,3,1383.3666526079178,0.7941777191251815,734.2042185105066,70.6517546209483,76.45727297080096,33.82989552638629,11.110424981283517,9.020030616776,13.72498805058924,1.496197596041896,1.168889063003227,0.4361451627905134
0,10,1670.5,1670.5,1,682.0559101104736,1.3128621602443347,278.47965550232055,72.88313008130082,73.7484756097561,35.96036585365854,11.55310115510775,10.519303187291118,10.743141803081185,0.20291993664150654,-0.09875611862397533,0.5201139128515841
0,10,862.5,862.5,1,594.9919809103012,0.08328429458254527,410.45270417108895,61.035323801513876,68.67788057190917,33.201009251471824,9.841404971269354,11.06391053297992,9.824830748350035,0.48405716427308043,-0.5246500883625943,0.5932034040556186
0,10,2753.5,2171.0,2,1046.7392358779907,1.9150800587190464,397.91648008950057,70.28327228327228,78.64163614163614,33.01221001221001,14.368207885438279,16.84390449659941,12.983570810407356,0.5507999628852005,0.44639658865260445,1.5885973008283916
0,10,1304.0,1304.0,1,376.3086556196213,5.557058515295302,108.595248691907,71.0136391816491,70.94296342219467,36.27836329820211,12.936338470772187,10.872043715582127,12.789972408937919,0.9778494384670786,0.6824081180051664,1.4318813986438275
0,10,7297.5,6809.0,2,876.6072063446045,1.6634180752930787,105.30184230425378,65.25113092930076,75.3046400413597,23.55964844254879,6.834696326782121,6.151158728718982,9.605281617662392,1.1316435383573684,-1.68768656243175,1.0033537607387737
0,10,1194.5,1194.5,1,481.40410816669464,4.197112720114043,194.01416103789924,76.67632241813602,74.54345088161209,41.2764483627204,9.922737727405565,7.72610486621549,10.376769952171085,0.33064792355604533,0.7097281974305254,0.7144424002779395
0,10,201.5,201.5,1,326.4924215078354,1.199378543599116,529.0188650225809,68.62801070472793,70.88670829616414,36.04192685102587,10.000173078960326,9.446530684578171,9.903595497623813,0.4268815214898619,0.2734829270119734,0.748311522898078
0,10,2499.0,2499.0,1,511.76449966430664,7.39999961990758,104.80308247965512,75.796783625731,78.48538011695906,38.865497076023395,12.371488687502206,10.821981488389419,11.356119105010498,0.2937609277744412,-0.6324277577463597,0.9934412806604438
0,10,4285.0,1842.5,4,817.7960255146027,0.8154613776310253,156.07709202975045,66.4033562474727,72.9708855640922,31.41953093408815,10.539647522194137,9.315317114301468,11.637819128613092,1.0871522816330346,0.5291036168513593,0.4599590894373001
0,10,4657.0,4657.0,1,765.3036036491394,0.831228371492902,125.76542962386924,65.59520958083833,66.07145708582834,33.78463073852296,10.152068165153747,7.518472505437832,7.280611835277396,0.5143349950548027,-0.17381629999725176,0.6467627733721252
0,10,2543.0,1816.0,2,504.0142798423767,5.8594841080066145,99.89398123673992,63.75180722891566,64.76901893287436,31.096729776247848,8.179443041693348,7.117552706134217,8.511120981137006,0.7988368310269945,-0.022400351353354928,1.119914051500944
0,10,2286.0,2286.0,1,539.269112944603,0.12550605877087279,127.21398782854722,70.20954198473282,71.11374045801527,35.40687022900763,10.020093580538113,7.367923706814007,13.33013397846859,0.9812836749094557,0.8346792003841833,0.36621000728455855
0,10,919.0,658.5,2,422.0559096336365,10.594257919330362,193.83154608996335,73.13541666666667,77.83814102564102,36.44150641025641,8.406638220629143,7.448934298625541,11.962606333689607,0.2889251070135179,-0.548479258233779,0.11489394495778325
0,10,1952.0,1451.5,2,484.85995185375214,6.332974281411885,120.43502710636416,73.39342806394316,73.14342806394316,41.12788632326821,9.443188611975504,7.739390627771037,10.863540158189922,1.1609117783441907,1.2360403491399752,1.177798168526413
0,10,1670.5,1670.5,1,449.6639943122864,11.969197648037646,121.04023213461834,60.242796157950906,61.17449306296692,34.244930629669156,7.458763468586918,6.5758013729981,7.490177731881028,0.9836092467439524,-0.02695727674685582,0.34690140699597044
0,10,6536.0,6536.0,1,1312.1362044811249,2.194749636283089,263.418209778172,71.1363120567376,76.6890780141844,34.34553191489362,7.843197387821036,6.9906163955447065,12.278669067890407,0.9530858764388417,-0.2117452626117681,-0.36557776015204435
0,10,2856.0,2856.0,1,644.2741655111313,0.3724144753551102,145.33935586311785,68.8708651399491,69.2970737913486,28.953562340966922,11.113793369877216,8.290613140562236,8.243765863056291,-0.005467307615575788,-0.9275353605052158,0.5735773725402951
0,10,2295.5,2008.5,2,686.5411912202835,0.4811255812285059,205.33165203318052,72.7703007518797,72.33082706766918,35.932330827067666,9.260569124576095,8.627479967763156,11.239929821257517,0.7246831367515524,0.10375928236709216,1.0659651382553819
0,10,5805.5,4367.0,4,573.9898953437805,5.70476887080284,56.75039186233126,62.01529298132647,71.39488087572441,27.340309079201546,7.6921777609998925,7.713461080701982,9.725734963186158,0.626627202096677,-1.5736444411168815,0.9321057752272227
0,10,2105.5,2105.5,1,714.399055480957,1.2890089069359838,242.39658535838686,69.22520661157024,70.06611570247934,34.44917355371901,7.768187467328501,6.5558447044042945,10.017314521670839,1.544422133073681,0.7767369611319344,0.6272475549213832
0,10,1170.5,1170.5,1,438.91882729530334,6.769991475581411,164.58755826935868,69.18488628026412,68.66397652237711,39.353631694790906,6.909190273844392,5.940528275347614,5.890636309302632,0.24182505567436027,-0.6484496012433015,0.00914608487745427
0,10,953.5,791.0,2,742.925967335701,1.6088525435013028,578.8557870390006,64.12172284644194,68.38451935081149,32.87141073657928,10.106340454455468,9.111979742701271,9.44183556353443,1.4747990446609793,1.1034444033614126,1.5254176419437668
0,10,531.5,285.0,2,307.3380936384201,0.23365033313015635,177.7172225800532,61.49058577405858,65.2520920502092,29.38702928870293,8.591917194634902,6.736077056941212,11.164367217132138,0.7677394539321518,-0.38761997270521736,0.47608902128193203
0,10,3028.0,3028.0,1,718.2741661071777,0.3086229622417034,170.38235723149324,62.928358208955224,62.106567164179104,32.48597014925373,9.70426596407668,8.149369639982657,12.280026746494947,0.7960827706463596,0.6538529739758547,0.6731657339055137
0,10,2159.0,2159.0,1,437.0193326473236,0.12749967605208642,88.46035067508664,64.88520408163265,72.23852040816327,44.7546768707483,8.69350090306247,7.192777640922898,8.845841689839919,1.0095100743140637,1.0704505888478908,0.4991694349988666
0,10,5684.5,4445.0,2,590.2152909040451,6.581276957200462,61.281394954164234,70.35550420861529,72.49777190955604,39.40369697969962,9.272250186683381,8.628060401671785,10.208056431379639,-0.16698158926655363,-0.9980454105192234,0.10139619960821165
0,10,1535.0,1535.0,1,597.2934995889664,12.160018107202806,232.41662843728636,68.1656050955414,67.55467091295117,36.57165605095541,8.085869145339782,6.587616611487003,9.540152225000337,-0.4704433885580313,-0.9805008300023222,0.4572432932055413
0,10,528.5,528.5,1,503.9726496934891,0.10576262775847511,480.5835981817904,70.93682795698925,80.38306451612904,41.155913978494624,9.990319973051394,12.303936919824501,12.163641948650326,0.7190510328700424,0.16769729692729268,0.8962056972924143
0,10,1560.0,1560.0,1,472.2741651535034,0.07559396080008685,142.97620966117861,65.38095238095238,67.74829931972789,30.197845804988663,13.845396756246044,13.98067675416723,14.953100373465865,0.16221537462151167,-0.4446381266881541,1.024231300896738
0,10,1126.0,1126.0,1,470.9015825986862,0.06409827265124828,196.9345475079461,59.01508295625943,70.29638009049773,28.401960784313726,10.742274165839065,10.602815678869753,11.279486409032733,0.7371085005576471,-0.5041133339459257,0.9772969317809753
0,10,2696.0,2696.0,1,607.5289987325668,0.4179237818521425,136.9033695478469,67.55893279297534,70.14859844647079,38.93887200270179,10.534643420568289,9.055844170395412,10.289755741973643,1.0365526872431963,0.1874048703637206,1.2439706843273963
0,10,1716.0,1716.0,1,525.1269762516022,0.1543465425571464,160.69833402514612,61.91722710812209,64.64924987066736,29.769787894464564,8.951520760181966,7.559393775538726,10.006789097710685,0.7581546586626373,-0.266641422033944,0.7865944081826812
0,10,896.0,896.0,1,445.50461399555206,4.623986239508779,221.5115637179976,62.282967032967036,64.14010989010988,31.61263736263736,7.018262622924168,6.147869816824968,7.669044001794564,0.9546449716038561,-0.46273519148128295,-0.08323346018153306
0,10,1455.0,830.0,3,1347.047892332077,1.9984078525144096,1247.10517129642,65.96774193548387,69.94217151848937,33.99016522423289,9.04119766664399,8.236533228703955,9.34635482933493,0.9269467986884977,0.12498441258057398,0.24563648388907286
0,10,2422.0,2422.0,1,779.612258553505,1.6790441071607198,250.9476769970673,66.62400578452639,69.34164859002169,33.73065798987708,8.697390463433848,7.335275709429332,11.171481681740278,0.40030215723514456,-0.6936568938099833,0.25797426234844234
0,10,3848.5,3848.5,1,728.8254622220993,0.6806704807483142,138.02430931096706,57.457882352941176,60.667764705882355,34.26141176470588,7.563643083332365,7.008346012219261,8.3546756409656,0.31002679054501364,-1.2319066112959094,-0.1891185956019503
0,10,3562.5,1893.0,2,411.6812392473221,9.104282741416121,47.57373831528725,70.73355861710424,82.40966987262802,41.6911879386535,8.665638628920084,5.414082098592381,11.690323696267102,1.9782687237150431,1.6326907513539575,0.6055469283357955
0,10,1854.0,1249.5,3,604.8843371868134,2.454234694116387,197.3490082923034,68.18963337547409,70.72229245680573,35.07332490518331,10.62498437035189,8.37138360836164,10.726914008276566,0.7943708295042533,0.5467816578907964,0.6559358238754214
0,10,639.5,231.0,3,258.04876935482025,4.2386038871341105,104.1269231673764,71.62208398133748,74.30171073094868,34.33670295489891,8.712102235484377,8.272052680519742,8.915501363197492,0.21881515390539344,0.016147237009201443,0.1581891475819411
0,10,859.0,383.0,3,597.9554046392441,3.4411096941674124,416.2405889840304,61.832460732984295,67.34629768137621,32.84517576664174,9.876669214240732,8.832720504662197,10.347910205077023,0.7590116308312055,0.49139427324626,0.8691884076572716
0,10,628.0,628.0,1,409.8132680654526,0.04964204710805567,267.4313928065072,69.5139896373057,76.47979274611399,40.979274611398964,9.601870561494014,10.296679678045685,9.810409269941777,0.8327202521094119,0.33205598331891767,0.976005149161857
0,10,2969.5,2969.5,1,2136.0154933929443,1.0257267967590744,1536.4748907272954,67.92983050847458,74.09423728813559,33.75796610169491,10.722832836478858,10.433027771748105,11.340809581548957,0.49929652254953555,0.2910088394631803,0.9276775753357738
0,10,1868.0,1868.0,1,480.048770070076,0.1980574257168371,123.36553621295111,69.25707434052758,73.84460431654676,28.922781774580336,9.761182068446955,6.926598779111717,12.79239447056364,0.6634585449137125,-0.05380309027475907,0.5735333985980309
0,10,962.0,962.0,1,513.210237622261,0.19573398971214873,273.7887193350287,66.85048835462058,72.34485349361383,32.64537941397445,9.572972816836623,9.1886772615542,12.905150693144552,-0.33555184785320036,-1.3366303487894882,0.5994812271281772
0,10,278.5,278.5,1,569.7716401815414,0.46584380322812835,1165.6722511855078,67.61309523809524,69.62074829931973,34.03826530612245,9.636989322844391,8.76269020199291,9.187728342353074,0.4976090438529231,0.12298109625289692,0.11789896412044891
0,10,1567.5,1567.5,1,553.3452324867249,0.33152173913043476,195.3371268362281,64.67421314191054,66.4803975704031,27.297625621203753,6.591486978053456,6.1848952158825075,10.579419603894035,0.8653831668559987,-0.49694807515375244,0.20937504020994777
0,10,2111.0,2111.0,1,775.1025923490524,1.2564878370811163,284.59688709911006,66.42434077079108,70.24300202839757,34.464908722109534,11.238844179016994,10.177958960141094,14.284691796389403,0.4817463745463712,-0.4555032483953972,0.5291437429017394
0,10,887.5,887.5,1,628.9188272953033,4.483748808395143,445.6776240298587,68.07914893617021,74.90723404255318,37.450212765957446,9.432837128720445,9.017943744044759,12.56766663448636,0.8183286047985359,-0.2834941385824023,0.4194314055225198
0,10,273.0,273.0,1,369.64674937725067,3.6973753562868885,500.50812939621966,67.92402826855124,72.98939929328623,37.2208480565371,13.449403497718052,14.675280073040865,15.277838750228163,1.048076722214266,0.6130152080246141,0.9243762006638607
0,10,192.0,192.0,1,100.42640614509583,1.8400001623868005,52.52845339176948,58.354838709677416,67.47096774193548,31.51290322580645,8.229170722523445,7.096850439473115,14.452976966154175,1.3314762285528141,0.7705587204006896,0.24879912024316764
0,10,1559.5,1152.5,3,761.3351284265518,3.1193631982260372,371.6775747202784,68.21954067730634,73.72246010120669,32.82717010509926,10.469815723486622,9.037336896189489,11.140513484022428,0.3346264281708052,0.04039088972220625,0.4255286025192042
0,10,362.0,362.0,1,532.0487699508667,5.4933971078833554,781.9776066470449,64.85454545454546,70.96198347107438,38.49090909090909,13.058874946795113,14.811550419112395,11.804971637911748,0.8888323751045684,0.6466236932092119,1.047335584956814
0,10,1059.5,1059.5,1,428.91882729530334,10.395917837966648,173.63979274032872,77.00240577385726,74.53809141940657,42.80673616680032,7.997342821677748,7.27917026132282,9.487188990677202,0.11555055650518792,-0.022298459825061866,0.9753704158076753
